year,country,co,type,domestic,firm,brand,qu,princ,horsepower,fuel,width,height,weight,pop,country1,country2,country3,country4,country5,class
1987,Germany,30,citroen CX,0,PSA,Citroën,3286,.8918674,83,6.5999999,177,136,1235,61090000,0,0,1,0,0,medium
1988,Germany,30,citroen CX,0,PSA,Citroën,2984,.88660419,84.5,6.5999999,177,146,1420,61420000,0,0,1,0,0,medium
1989,Germany,30,citroen CX,0,PSA,Citroën,1730,1.1069046,89,8.5,177,146,1310,61990000,0,0,1,0,0,medium
1990,Germany,30,citroen CX,0,PSA,Citroën,476,1.0879287,89,10,177,146,1420,63230000,0,0,1,0,0,medium
1979,Germany,32,citroen visa,0,PSA,Citroën,7987,.39805013,26,5.8000002,151,141,735,61440000,0,0,1,0,0,small
1980,Germany,32,citroen visa,0,PSA,Citroën,9554,.37633577,25.5,5.8000002,151,141,735,61540000,0,0,1,0,0,small
1981,Germany,32,citroen visa,0,PSA,Citroën,11381,.37546143,25,5.8000002,151,141,735,61660000,0,0,1,0,0,small
1982,Germany,32,citroen visa,0,PSA,Citroën,11032,.33965594,25.5,5.8000002,151,141,745,61600000,0,0,1,0,0,small
1983,Germany,32,citroen visa,0,PSA,Citroën,8293,.37223428,25.5,5.1999998,151,141,745,61380000,0,0,1,0,0,small
1984,Germany,32,citroen visa,0,PSA,Citroën,6119,.35952657,25,5.1999998,151,141,755,61130000,0,0,1,0,0,small
1985,Germany,32,citroen visa,0,PSA,Citroën,5646,.35625097,24,5.1999998,151,141,755,60970000,0,0,1,0,0,small
1986,Germany,32,citroen visa,0,PSA,Citroën,6986,.34652185,25,5.1999998,153,140,755,61010000,0,0,1,0,0,small
1987,Germany,32,citroen visa,0,PSA,Citroën,3977,.34607032,24,5.1999998,153,140,755,61090000,0,0,1,0,0,small
1988,Germany,32,citroen visa,0,PSA,Citroën,1418,.4765901,44,4.3000002,153,140,890,61420000,0,0,1,0,0,small
1977,Germany,34,citroen LNA/LN,0,PSA,Citroën,2752,.42070627,24,5.9000001,122,137,705,61400000,0,0,1,0,0,small
1978,Germany,34,citroen LNA/LN,0,PSA,Citroën,3731,.39478567,24,5.9000001,122,137,705,61310000,0,0,1,0,0,small
1979,Germany,34,citroen LNA/LN,0,PSA,Citroën,1051,.39340362,26,5.6999998,152,138,710,61440000,0,0,1,0,0,small
1980,Germany,34,citroen LNA,0,PSA,Citroën,797,.3886781,26,5.6999998,152,138,710,61540000,0,0,1,0,0,small
1981,Germany,34,citroen LNA,0,PSA,Citroën,478,.37305206,25,5.6999998,154,138,710,61660000,0,0,1,0,0,small
1982,Germany,34,citroen LNA,0,PSA,Citroën,384,.38779002,37,4.6999998,154,138,750,61600000,0,0,1,0,0,small
1983,Germany,34,citroen LNA,0,PSA,Citroën,934,.37665248,37,4.6999998,154,138,750,61380000,0,0,1,0,0,small
1984,Germany,34,citroen LNA,0,PSA,Citroën,555,.37350234,37,4.6999998,154,138,710,61130000,0,0,1,0,0,small
1971,Germany,35,citroen GSA/GSX,0,Fiat,Citroën,8728,.62781888,39.5,9.3000002,161,135,880,61290000,0,0,1,0,0,medium
1972,Germany,35,citroen GSA/GSX,0,Fiat,Citroën,16308,.59922814,39.5,9.3000002,161,135,880,61670000,0,0,1,0,0,medium
1973,Germany,35,citroen GSA/GSX,0,Fiat,Citroën,13799,.54035002,40,9.3000002,161,135,895,61970000,0,0,1,0,0,medium
1974,Germany,35,citroen GSA/GSX,0,Fiat,Citroën,12707,.52018946,40,9.3000002,161,135,900,62040000,0,0,1,0,0,medium
1975,Germany,35,citroen GSA/GSX,0,Fiat,Citroën,21845,.62574995,40,9.3000002,161,135,925,61830000,0,0,1,0,0,medium
1977,Germany,35,citroen GSA/GSX,0,PSA,Citroën,17014,.54707229,40,6.5,161,135,925,61400000,0,0,1,0,0,medium
1979,Germany,35,citroen GSA/GSX,0,PSA,Citroën,7660,.58855659,48,6.6999998,163,135,955,61440000,0,0,1,0,0,medium
1980,Germany,35,citroen GSA,0,PSA,Citroën,13752,.58280796,48,6.6999998,163,135,955,61540000,0,0,1,0,0,medium
1981,Germany,35,citroen GSA,0,PSA,Citroën,10668,.50195378,42,6.3000002,163,135,955,61660000,0,0,1,0,0,medium
1982,Germany,35,citroen GSA,0,PSA,Citroën,8357,.50424349,48,6.3000002,163,135,920,61600000,0,0,1,0,0,medium
1983,Germany,35,citroen GSA,0,PSA,Citroën,5168,.48268956,48,6.3000002,163,135,920,61380000,0,0,1,0,0,medium
1984,Germany,35,citroen GSA,0,PSA,Citroën,2222,.48286268,48,6.3000002,163,135,920,61130000,0,0,1,0,0,medium
1970,Germany,36,citroen dyane,0,Fiat,Citroën,4026,.40814957,17,5.5,150,154,590,60710000,0,0,1,0,0,small
1971,Germany,36,citroen dyane,0,Fiat,Citroën,3479,.38601053,17,5.4000001,150,154,590,61290000,0,0,1,0,0,small
1972,Germany,36,citroen dyane,0,Fiat,Citroën,2762,.37431157,17,5.4000001,150,154,590,61670000,0,0,1,0,0,small
1973,Germany,36,citroen dyane,0,Fiat,Citroën,2706,.33753297,17,5.4000001,150,154,590,61970000,0,0,1,0,0,small
1974,Germany,36,citroen dyane,0,Fiat,Citroën,3090,.35246778,17,5.4000001,150,154,590,62040000,0,0,1,0,0,small
1975,Germany,36,citroen dyane,0,Fiat,Citroën,1898,.40893573,17,6.0999999,150,154,600,61830000,0,0,1,0,0,small
1976,Germany,36,citroen dyane,0,PSA,Citroën,1298,.41116455,24,6.0999999,150,154,600,61510000,0,0,1,0,0,small
1977,Germany,36,citroen dyane,0,PSA,Citroën,737,.39502212,24,6.0999999,150,154,600,61400000,0,0,1,0,0,small
1978,Germany,36,citroen dyane,0,PSA,Citroën,924,.38117239,24,5.6999998,150,154,600,61310000,0,0,1,0,0,small
1979,Germany,36,citroen dyane,0,PSA,Citroën,569,.37127745,24,5.6999998,150,154,600,61440000,0,0,1,0,0,small
1980,Germany,36,citroen dyane,0,PSA,Citroën,422,.36775893,24,5.6999998,150,154,600,61540000,0,0,1,0,0,small
1976,Germany,37,citroen G/GS special,0,PSA,Citroën,15351,.53769785,40,9.3000002,161,135,930,61510000,0,0,1,0,0,medium
1978,Germany,37,citroen G/GS special,0,PSA,Citroën,20184,.47742078,40,8.3999996,161,135,925,61310000,0,0,1,0,0,medium
1979,Germany,37,citroen G/GS special,0,PSA,Citroën,7660,.47748315,40,6.6999998,161,135,925,61440000,0,0,1,0,0,medium
1991,Germany,38,citroen ZX,0,PSA,Citroën,2907,.55775231,55,5.3000002,169,139.5,945,79980000,0,0,1,0,0,medium
1992,Germany,38,citroen ZX,0,PSA,Citroën,23427,.54069608,55,5.5999999,169,139.5,945,80570000,0,0,1,0,0,medium
1993,Germany,38,citroen ZX,0,PSA,Citroën,28215,.53270561,55,5.4000001,169,139.5,935,81190000,0,0,1,0,0,medium
1994,Germany,38,citroen ZX,0,PSA,Citroën,18558,.50754058,55,5.4000001,170,145,935,81410000,0,0,1,0,0,medium
1995,Germany,38,citroen ZX,0,PSA,Citroën,14414,.51031595,55,5.4000001,169,140,935,81660000,0,0,1,0,0,medium
1996,Germany,38,citroen ZX,0,PSA,Citroën,10046,.53211868,55,5.4000001,170,140,935,81900000,0,0,1,0,0,medium
1993,Germany,39,citroen xantia,0,PSA,Citroën,4545,.86725503,74,5.5,175.5,138,1175,81190000,0,0,1,0,0,medium
1994,Germany,39,citroen xantia,0,PSA,Citroën,11023,.72575855,65,5.8000002,175.5,138.5,1170,81410000,0,0,1,0,0,medium
1995,Germany,39,citroen xantia,0,PSA,Citroën,11126,.7069363,65,5.8000002,175.5,138.5,1170,81660000,0,0,1,0,0,medium
1996,Germany,39,citroen xantia,0,PSA,Citroën,12531,.71026272,65,5.8000002,175.5,138,1170,81900000,0,0,1,0,0,medium
1997,Germany,39,citroen xantia,0,PSA,Citroën,9007,.69765514,66,6,175.5,138,1205,82060000,0,0,1,0,0,medium
1998,Germany,39,citroen xantia,0,PSA,Citroën,8022,.71433812,66,6.4000001,175.5,140,1245,82020000,0,0,1,0,0,medium
1999,Germany,39,citroen xantia,0,PSA,Citroën,7827,.69882947,66,6.4000001,175.5,140,1245,82020000,0,0,1,0,0,medium
1986,Germany,40,daihatsu domino/cuore,0,Toyota,Daihatsu,4578,.32436979,32,4.6999998,139.5,141.5,595,61010000,0,0,1,0,0,small
1987,Germany,40,daihatsu domino/cuore,0,Toyota,Daihatsu,4710,.32796913,32,4,139.5,141.5,530,61090000,0,0,1,0,0,small
1988,Germany,40,daihatsu domino/cuore,0,Toyota,Daihatsu,4256,.31821555,32,4,139.5,139.5,595,61420000,0,0,1,0,0,small
1989,Germany,40,daihatsu domino/cuore,0,Toyota,Daihatsu,4275,.30638158,32,4,139.5,141.5,595,61990000,0,0,1,0,0,small
1991,Germany,40,daihatsu domino/cuore,0,Toyota,Daihatsu,6265,.36408055,30,4.0999999,139.5,141,640,79980000,0,0,1,0,0,small
1994,Germany,40,daihatsu domino/cuore,0,Toyota,Daihatsu,2547,.33713445,30,4.1999998,139.5,141.5,630,81410000,0,0,1,0,0,small
1995,Germany,40,daihatsu domino/cuore,0,Toyota,Daihatsu,4092,.30661446,32,4.1999998,139.5,144,660,81660000,0,0,1,0,0,small
1996,Germany,40,daihatsu domino/cuore,0,Toyota,Daihatsu,4197,.30053136,32,4,139.5,144,660,81900000,0,0,1,0,0,small
1997,Germany,40,daihatsu domino/cuore,0,Toyota,Daihatsu,4141,.33735001,31,4.4000001,139.5,144,660,82060000,0,0,1,0,0,small
1998,Germany,40,daihatsu domino/cuore,0,Toyota,Daihatsu,4504,.28617215,31,4.4000001,139.5,143,640,82020000,0,0,1,0,0,small
1999,Germany,40,daihatsu domino/cuore,0,Toyota,Daihatsu,8418,.29806781,41,4.3000002,147.5,142,720,82020000,0,0,1,0,0,small
1979,Germany,41,daihatsu charade,0,Toyota,Daihatsu,1235,.4423025,37,6,151,136,630,61440000,0,0,1,0,0,small
1986,Germany,41,daihatsu charade,0,Toyota,Daihatsu,5224,.38291457,38,4.1999998,155,140,670,61010000,0,0,1,0,0,small
1987,Germany,41,daihatsu charade,0,Toyota,Daihatsu,5921,.40650991,38,4.4000001,155,139.5,640,61090000,0,0,1,0,0,small
1988,Germany,41,daihatsu charade,0,Toyota,Daihatsu,5154,.39593637,40,4.1999998,160,138.5,680,61420000,0,0,1,0,0,small
1989,Germany,41,daihatsu charade,0,Toyota,Daihatsu,4298,.38890111,38,4.1999998,160,138.5,680,61990000,0,0,1,0,0,small
1991,Germany,41,daihatsu charade,0,Toyota,Daihatsu,3519,.44536105,40,4.1999998,160,138.5,680,79980000,0,0,1,0,0,small
1994,Germany,41,daihatsu charade,0,Toyota,Daihatsu,2108,.49773306,62,5.1999998,162,139,805,81410000,0,0,1,0,0,small
1995,Germany,41,daihatsu charade,0,Toyota,Daihatsu,1420,.443753,55,4.6999998,162,139,820,81660000,0,0,1,0,0,small
1996,Germany,41,daihatsu charade,0,Toyota,Daihatsu,1877,.39307374,55,4.6999998,162,139,820,81900000,0,0,1,0,0,small
1997,Germany,41,daihatsu charade,0,Toyota,Daihatsu,1546,.38236001,44,5.5999999,162,139,830,82060000,0,0,1,0,0,small
1998,Germany,41,daihatsu charade,0,Toyota,Daihatsu,671,.37442678,44,5.5999999,162,139,830,82020000,0,0,1,0,0,small
1991,Germany,42,daihatsu applause,0,Toyota,Daihatsu,2164,.56027484,66,5.3000002,166,137.5,920,79980000,0,0,1,0,0,medium
1994,Germany,42,daihatsu applause,0,Toyota,Daihatsu,1292,.59580857,77,5.3000002,166,137.5,925,81410000,0,0,1,0,0,medium
1995,Germany,42,daihatsu applause,0,Toyota,Daihatsu,712,.57357436,77,5.3000002,166,137.5,925,81660000,0,0,1,0,0,medium
1996,Germany,42,daihatsu applause,0,Toyota,Daihatsu,457,.5425297,66,5.3000002,166,138,925,81900000,0,0,1,0,0,medium
1998,Germany,42,daihatsu applause,0,Toyota,Daihatsu,1212,.58370382,73,5.9000001,166,139,1050,82020000,0,0,1,0,0,medium
1999,Germany,42,daihatsu applause,0,Toyota,Daihatsu,486,.56929034,73,5.9000001,166,139,1050,82020000,0,0,1,0,0,medium
1986,Germany,43,daihatsu charmant,0,Toyota,Daihatsu,872,.51108021,56,6.4000001,162.5,138,870,61010000,0,0,1,0,0,small
1987,Germany,43,daihatsu charmant,0,Toyota,Daihatsu,415,.58261305,60,6.4000001,162,138,870,61090000,0,0,1,0,0,small
1973,Germany,50,fiat 126,0,Fiat,Fiat,10776,.33712763,17,6.0999999,137.5,133.5,580,61970000,0,0,1,0,0,small
1974,Germany,50,fiat 126,0,Fiat,Fiat,16577,.34616244,17,5.4000001,137.5,133.5,580,62040000,0,0,1,0,0,small
1975,Germany,50,fiat 126,0,Fiat,Fiat,13624,.35473219,17,5.4000001,137.5,133.5,580,61830000,0,0,1,0,0,small
1976,Germany,50,fiat 126,0,Fiat,Fiat,10252,.32882187,17,5.4000001,137.5,133.5,580,61510000,0,0,1,0,0,small
1977,Germany,50,fiat 126,0,Fiat,Fiat,8208,.30769604,17,5.4000001,137.5,133.5,580,61400000,0,0,1,0,0,small
1978,Germany,50,fiat 126,0,Fiat,Fiat,541,.30188087,17,5.4000001,137.5,133.5,580,61310000,0,0,1,0,0,small
1979,Germany,50,fiat 126,0,Fiat,Fiat,4320,.28976455,17,6.0999999,137.5,133.5,580,61440000,0,0,1,0,0,small
1980,Germany,50,fiat 126,0,Fiat,Fiat,10251,.30918527,17.5,6.0999999,137.5,133.5,600,61540000,0,0,1,0,0,small
1981,Germany,50,fiat 126,0,Fiat,Fiat,6809,.30880195,17,6.0999999,137.5,133.5,580,61660000,0,0,1,0,0,small
1982,Germany,50,fiat 126,0,Fiat,Fiat,2644,.32995149,17.5,6.0999999,137.5,133.5,580,61600000,0,0,1,0,0,small
1983,Germany,50,fiat 126,0,Fiat,Fiat,2028,.27113089,17.5,6.0999999,137.5,133.5,580,61380000,0,0,1,0,0,small
1984,Germany,50,fiat 126,0,Fiat,Fiat,1326,.2627444,17.5,6.0999999,137.5,133.5,580,61130000,0,0,1,0,0,small
1985,Germany,50,fiat 126,0,Fiat,Fiat,1369,.26009327,17.5,6.0999999,137.5,133.5,580,60970000,0,0,1,0,0,small
1986,Germany,50,fiat 126,0,Fiat,Fiat,1912,.2528502,17,6.0999999,137.5,133.5,580,61010000,0,0,1,0,0,small
1987,Germany,50,fiat 126,0,Fiat,Fiat,2319,.25740513,19,6.0999999,137.5,133.5,580,61090000,0,0,1,0,0,small
1988,Germany,50,fiat 126,0,Fiat,Fiat,2184,.25075972,19,4.4000001,137.5,134.5,620,61420000,0,0,1,0,0,small
1989,Germany,50,fiat 126,0,Fiat,Fiat,1923,.25341299,19,4.4000001,137.5,134.5,620,61990000,0,0,1,0,0,small
1990,Germany,50,fiat 126,0,Fiat,Fiat,926,.24179085,19,5.0999999,137.5,134.5,620,63230000,0,0,1,0,0,small
1980,Germany,51,fiat panda,0,Fiat,Fiat,6713,.37612659,33,5.8000002,146,144.5,680,61540000,0,0,1,0,0,small
1981,Germany,51,fiat panda,0,Fiat,Fiat,18499,.36100516,34,5.0999999,146,144.5,680,61660000,0,0,1,0,0,small
1982,Germany,51,fiat panda,0,Fiat,Fiat,23245,.37071019,25,5.0999999,146,144.5,680,61600000,0,0,1,0,0,small
1983,Germany,51,fiat panda,0,Fiat,Fiat,21038,.36214602,25,5.5,146,144.5,680,61380000,0,0,1,0,0,small
1984,Germany,51,fiat panda,0,Fiat,Fiat,20859,.33192444,25,5.0999999,146,144.5,680,61130000,0,0,1,0,0,small
1985,Germany,51,fiat panda,0,Fiat,Fiat,21853,.32686946,25,5.0999999,146,144.5,680,60970000,0,0,1,0,0,small
1986,Germany,51,fiat panda,0,Fiat,Fiat,21615,.33291414,25,5,149.5,142,700,61010000,0,0,1,0,0,small
1987,Germany,51,fiat panda,0,Fiat,Fiat,28427,.30649313,25,5,149.5,142,700,61090000,0,0,1,0,0,small
1988,Germany,51,fiat panda,0,Fiat,Fiat,32576,.30472437,25,5,149.5,142,700,61420000,0,0,1,0,0,small
1989,Germany,51,fiat panda,0,Fiat,Fiat,33403,.28965467,25,5,149.5,142,700,61990000,0,0,1,0,0,small
1990,Germany,51,fiat panda,0,Fiat,Fiat,31165,.27042055,25,5.5999999,149.5,142,700,63230000,0,0,1,0,0,small
1991,Germany,51,fiat panda,0,Fiat,Fiat,36034,.27999729,25,5,149.5,142,700,79980000,0,0,1,0,0,small
1992,Germany,51,fiat panda,0,Fiat,Fiat,38772,.31409621,29,4.8000002,149.5,142,700,80570000,0,0,1,0,0,small
1993,Germany,51,fiat panda,0,Fiat,Fiat,11672,.33429208,33,4.9000001,149.5,142,700,81190000,0,0,1,0,0,small
1994,Germany,51,fiat panda,0,Fiat,Fiat,2952,.31850013,33,4.6999998,149.5,142,715,81410000,0,0,1,0,0,small
1995,Germany,51,fiat panda,0,Fiat,Fiat,1234,.29953328,29,4.6999998,149.5,142,715,81660000,0,0,1,0,0,small
1996,Germany,51,fiat panda,0,Fiat,Fiat,754,.29567289,29,4.8000002,149.5,142,715,81900000,0,0,1,0,0,small
1983,Germany,52,fiat uno,0,Fiat,Fiat,18260,.40673316,33,5,155,143,700,61380000,0,0,1,0,0,small
1984,Germany,52,fiat uno,0,Fiat,Fiat,36719,.40180326,33,5,155,142.5,700,61130000,0,0,1,0,0,small
1985,Germany,52,fiat uno,0,Fiat,Fiat,37076,.40032327,32,4.5,155,142.5,710,60970000,0,0,1,0,0,small
1986,Germany,52,fiat uno,0,Fiat,Fiat,47949,.41107935,33,4.5,155,142.5,700,61010000,0,0,1,0,0,small
1987,Germany,52,fiat uno,0,Fiat,Fiat,53049,.39239711,32,4.5,155,142.5,700,61090000,0,0,1,0,0,small
1988,Germany,52,fiat uno,0,Fiat,Fiat,48857,.39564309,33,4.5,155,142.5,700,61420000,0,0,1,0,0,small
1989,Germany,52,fiat uno,0,Fiat,Fiat,37927,.36771366,32,4.5,155,143,700,61990000,0,0,1,0,0,small
1990,Germany,52,fiat uno,0,Fiat,Fiat,48448,.36932316,33,6.1999998,156,142,740,63230000,0,0,1,0,0,small
1991,Germany,52,fiat uno,0,Fiat,Fiat,42767,.4596552,33,4.5999999,156,142,740,79980000,0,0,1,0,0,small
1992,Germany,52,fiat uno,0,Fiat,Fiat,39172,.44507879,33,4.5999999,156,142,740,80570000,0,0,1,0,0,small
1993,Germany,52,fiat uno,0,Fiat,Fiat,22817,.4323408,33,4.5999999,156,142,740,81190000,0,0,1,0,0,small
1994,Germany,52,fiat uno,0,Fiat,Fiat,2328,.38985002,33,4.5999999,156,142,770,81410000,0,0,1,0,0,small
1988,Germany,53,fiat tipo,0,Fiat,Fiat,10692,.51002473,53,5.1999998,170,144.5,945,61420000,0,0,1,0,0,small
1989,Germany,53,fiat tipo,0,Fiat,Fiat,31826,.4987413,52,5.1999998,170,144.5,945,61990000,0,0,1,0,0,small
1990,Germany,53,fiat tipo,0,Fiat,Fiat,33421,.50466359,51,7.0999999,170,144.5,945,63230000,0,0,1,0,0,small
1991,Germany,53,fiat tipo,0,Fiat,Fiat,25451,.5605551,51,5.4000001,170,144.5,945,79980000,0,0,1,0,0,small
1992,Germany,53,fiat tipo,0,Fiat,Fiat,23607,.52393031,51,5.4000001,170,144.5,945,80570000,0,0,1,0,0,small
1993,Germany,53,fiat tipo,0,Fiat,Fiat,15848,.54016864,51,5.4000001,170,144.5,945,81190000,0,0,1,0,0,small
1994,Germany,53,fiat tipo,0,Fiat,Fiat,12181,.54113144,51,5.4000001,170,144,1020,81410000,0,0,1,0,0,small
1991,Germany,54,fiat tempra,0,Fiat,Fiat,14048,.63903284,57,6.1999998,169.5,144.5,1035,79980000,0,0,1,0,0,medium
1992,Germany,54,fiat tempra,0,Fiat,Fiat,17610,.62138134,57,6.1999998,169.5,144.5,1035,80570000,0,0,1,0,0,medium
1993,Germany,54,fiat tempra,0,Fiat,Fiat,10075,.57774115,51,5.4000001,169.5,144.5,1030,81190000,0,0,1,0,0,medium
1994,Germany,54,fiat tempra,0,Fiat,Fiat,7056,.5749675,51,5.4000001,169.5,150,1075,81410000,0,0,1,0,0,medium
1995,Germany,54,fiat tempra,0,Fiat,Fiat,2539,.57982939,51,5.4000001,169.5,144,1075,81660000,0,0,1,0,0,medium
1984,Germany,55,fiat regata,0,Fiat,Fiat,18969,.55728364,48,5.4000001,165,141,890,61130000,0,0,1,0,0,medium
1985,Germany,55,fiat regata,0,Fiat,Fiat,15070,.54923415,55,5.4000001,165,141,890,60970000,0,0,1,0,0,medium
1986,Germany,55,fiat regata,0,Fiat,Fiat,14094,.60443538,55,5.4000001,165,141,905,61010000,0,0,1,0,0,medium
1987,Germany,55,fiat regata,0,Fiat,Fiat,8683,.63047385,55,5.4000001,165,141,905,61090000,0,0,1,0,0,medium
1988,Germany,55,fiat regata,0,Fiat,Fiat,5298,.57190812,55,5.4000001,165,142,905,61420000,0,0,1,0,0,medium
1986,Germany,56,fiat croma,0,Fiat,Fiat,6680,.770576,66,5.5,176,143.5,1110,61010000,0,0,1,0,0,medium
1987,Germany,56,fiat croma,0,Fiat,Fiat,9357,.76086384,85,6,176,143.5,1110,61090000,0,0,1,0,0,medium
1988,Germany,56,fiat croma,0,Fiat,Fiat,7706,.7478798,84.5,6.5,176,143,1120,61420000,0,0,1,0,0,medium
1989,Germany,56,fiat croma,0,Fiat,Fiat,6041,.72176701,84.5,6.5,176,143,1120,61990000,0,0,1,0,0,medium
1990,Germany,56,fiat croma,0,Fiat,Fiat,4264,.70767415,85,8.1999998,176,143,1220,63230000,0,0,1,0,0,medium
1991,Germany,56,fiat croma,0,Fiat,Fiat,4739,.96135205,85,6.4000001,176,143,1220,79980000,0,0,1,0,0,medium
1992,Germany,56,fiat croma,0,Fiat,Fiat,3138,.79427838,85,6,176,143,1220,80570000,0,0,1,0,0,medium
1993,Germany,56,fiat croma,0,Fiat,Fiat,1832,.84924084,85,6.5999999,176,143,1250,81190000,0,0,1,0,0,medium
1994,Germany,56,fiat croma,0,Fiat,Fiat,1001,.85570854,85,6.5999999,176,143,1250,81410000,0,0,1,0,0,medium
1979,Germany,60,fiat ritmo,0,Fiat,Fiat,25449,.45991495,44,7.0999999,165,140,860,61440000,0,0,1,0,0,small
1980,Germany,60,fiat ritmo,0,Fiat,Fiat,24379,.44725177,44,7.0999999,165,140,860,61540000,0,0,1,0,0,small
1981,Germany,60,fiat ritmo,0,Fiat,Fiat,23326,.45175838,44,7.0999999,165,140,860,61660000,0,0,1,0,0,small
1982,Germany,60,fiat ritmo,0,Fiat,Fiat,26311,.42660785,44,7.0999999,165,140,860,61600000,0,0,1,0,0,small
1983,Germany,60,fiat ritmo,0,Fiat,Fiat,26822,.47359541,40,5.5999999,165,140.5,815,61380000,0,0,1,0,0,small
1984,Germany,60,fiat ritmo,0,Fiat,Fiat,13809,.4646942,40.5,5.5999999,165,140.5,815,61130000,0,0,1,0,0,small
1985,Germany,60,fiat ritmo,0,Fiat,Fiat,11606,.43371135,43,5.5999999,165,140.5,815,60970000,0,0,1,0,0,small
1986,Germany,60,fiat ritmo,0,Fiat,Fiat,11478,.51108021,55,5.4000001,165,142,850,61010000,0,0,1,0,0,small
1987,Germany,60,fiat ritmo,0,Fiat,Fiat,5437,.53966111,55,5.4000001,165,142,850,61090000,0,0,1,0,0,small
1971,Germany,61,fiat 127,0,Fiat,Fiat,9113,.45369723,33,7.1999998,152.5,136,705,61290000,0,0,1,0,0,small
1972,Germany,61,fiat 127,0,Fiat,Fiat,34348,.44878426,33,7.1999998,152.5,136,705,61670000,0,0,1,0,0,small
1973,Germany,61,fiat 127,0,Fiat,Fiat,25569,.42495644,33,6.9000001,152.5,137,705,61970000,0,0,1,0,0,small
1974,Germany,61,fiat 127,0,Fiat,Fiat,17145,.43443701,33,6.9000001,152.5,137,705,62040000,0,0,1,0,0,small
1975,Germany,61,fiat 127,0,Fiat,Fiat,23895,.43302619,29,7.6999998,152.5,137,705,61830000,0,0,1,0,0,small
1976,Germany,61,fiat 127,0,Fiat,Fiat,17679,.42927995,29,7.6999998,152.5,137,705,61510000,0,0,1,0,0,small
1977,Germany,61,fiat 127,0,Fiat,Fiat,22329,.42070627,29,6.9000001,152.5,136,705,61400000,0,0,1,0,0,small
1978,Germany,61,fiat 127,0,Fiat,Fiat,15843,.39836812,29,6.9000001,152.5,136,705,61310000,0,0,1,0,0,small
1979,Germany,61,fiat 127,0,Fiat,Fiat,13825,.4019886,33,5.8000002,152.5,136,705,61440000,0,0,1,0,0,small
1980,Germany,61,fiat 127,0,Fiat,Fiat,14176,.37612659,33,5.8000002,153.5,137,705,61540000,0,0,1,0,0,small
1981,Germany,61,fiat 127,0,Fiat,Fiat,15777,.38108331,33,5.8000002,153.5,137,795,61660000,0,0,1,0,0,small
1982,Germany,61,fiat 127,0,Fiat,Fiat,17640,.40331715,33,5.5999999,153.5,137,795,61600000,0,0,1,0,0,small
1983,Germany,61,fiat 127,0,Fiat,Fiat,11143,.39708671,33,5.5999999,153.5,137,795,61380000,0,0,1,0,0,small
1972,Germany,62,fiat argenta+132,0,Fiat,Fiat,1890,.70801526,72,7.6999998,165,142,1180,61670000,0,0,1,0,0,medium
1973,Germany,62,fiat argenta+132,0,Fiat,Fiat,9162,.63844812,72,10,164,142,1080,61970000,0,0,1,0,0,medium
1974,Germany,62,fiat argenta+132,0,Fiat,Fiat,11970,.59711444,72,10,164,142,1080,62040000,0,0,1,0,0,medium
1975,Germany,62,fiat argenta+132,0,Fiat,Fiat,14515,.71006662,72,10.1,164,142.5,1080,61830000,0,0,1,0,0,medium
1976,Germany,62,fiat argenta+132,0,Fiat,Fiat,13518,.67630804,72,10.1,164,142.5,1080,61510000,0,0,1,0,0,medium
1977,Germany,62,fiat argenta+132,0,Fiat,Fiat,17798,.71864235,66,9.8000002,164,143.5,1105,61400000,0,0,1,0,0,medium
1978,Germany,62,fiat argenta+132,0,Fiat,Fiat,14329,.69690537,72,9.8000002,164,143.5,1105,61310000,0,0,1,0,0,medium
1979,Germany,62,fiat argenta+132,0,Fiat,Fiat,10246,.67033499,72,7,164,143.5,1105,61440000,0,0,1,0,0,medium
1980,Germany,62,fiat argenta+132,0,Fiat,Fiat,7418,.69828176,82,8.3999996,164,143.5,1140,61540000,0,0,1,0,0,medium
1981,Germany,62,fiat argenta+132,0,Fiat,Fiat,7098,.68868059,83,7.6999998,165,142,1180,61660000,0,0,1,0,0,medium
1982,Germany,62,fiat argenta+132,0,Fiat,Fiat,5613,.71036613,83,7.6999998,165,142,1180,61600000,0,0,1,0,0,medium
1983,Germany,62,fiat argenta+132,0,Fiat,Fiat,4323,.65352702,72,7.1999998,165,142,1180,61380000,0,0,1,0,0,medium
1984,Germany,62,fiat argenta+132,0,Fiat,Fiat,2589,.64113826,72,7,165.5,143.5,1140,61130000,0,0,1,0,0,medium
1985,Germany,62,fiat argenta+132,0,Fiat,Fiat,1045,.63437378,72,7,165.5,143.5,1140,60970000,0,0,1,0,0,medium
1975,Germany,63,fiat 131F/mirafiori,0,Fiat,Fiat,23353,.58359164,40,9,163,140,965,61830000,0,0,1,0,0,small
1976,Germany,63,fiat 131F/mirafiori,0,Fiat,Fiat,26991,.55553877,40,9,163,140,965,61510000,0,0,1,0,0,small
1977,Germany,63,fiat 131F/mirafiori,0,Fiat,Fiat,23949,.52549756,40,8.8999996,165,140,1015,61400000,0,0,1,0,0,small
1978,Germany,63,fiat 131F/mirafiori,0,Fiat,Fiat,26321,.54405433,55,9.5,165,140,1015,61310000,0,0,1,0,0,small
1979,Germany,63,fiat 131F/mirafiori,0,Fiat,Fiat,16939,.53191358,55,7,165,138,1000,61440000,0,0,1,0,0,small
